"","ein","tax_pd","selfsufficiency"
"780",203521473,201806,0.346298885270787
"781",203558447,201812,0.0286525372401725
"782",203771819,201812,0.177521192168838
"783",203773809,201906,0.359666178626304
"784",203852230,201812,0.134858537583351
"785",203853610,201812,0.0712844570859653
"786",203866727,201806,NA
"787",203916750,201812,0.186516166350236
"788",204122028,201806,0.253385376046084
"789",204130979,201812,0
"790",204181020,201806,0
"791",204203798,201812,1.20309457015673
"792",204216595,201812,0.954600968270513
"793",204361698,201812,1.29057390099412
"794",204398263,201806,0.487646832586802
"795",204398692,201809,0.382039401815648
"796",204526894,201812,0
"797",204594987,201812,0.371828196319414
"798",204627275,201812,0.591242843142832
"799",204741922,201812,0.29739873490386
"800",204929600,201806,0.617235761708156
"801",205276894,201812,0
"802",205289427,201812,0.899912896852316
"803",205311377,201812,0.676482188251991
"804",205325361,201906,0
"805",205398661,201612,0
"806",205398661,201812,0
"807",205398661,201712,0
"808",205536173,201812,0
"809",205644098,201812,1.05095304395829
"810",205644098,201712,1.43451668812943
"811",205644098,201612,1.22897533138695
"812",205644200,201809,1.02756633191926
"813",205785251,201806,1.37820542591131
"814",205785251,201706,1.40997192066735
"815",205785251,201906,20.9777272727273
